candidate_id,age,gender,race,education_level,years_experience,skills_score,interview_score,referral,department,location,disability_status,veteran_status,hired
105566,38,Male,White,High School,16,74,10,Yes,Operations,Remote,None,No,Yes
105567,31,Female,White,Bachelors,1,31,8,No,Sales,San Francisco,None,Yes,Yes
105568,37,Female,Other,Masters,3,75,9,Yes,Engineering,San Francisco,None,No,Yes
105569,40,Female,Black,High School,10,34,8,Yes,Engineering,Chicago,None,No,No
105570,36,Male,White,Bachelors,26,53,7,No,Operations,San Francisco,None,No,Yes
105571,22,Male,White,PhD,10,40,8,Yes,Marketing,San Francisco,None,No,Yes
105572,56,Female,Asian,High School,12,66,5,No,HR,Remote,None,Yes,Yes
105573,32,Female,White,High School,24,67,5,No,Sales,San Francisco,None,No,Yes
105574,39,Male,White,Bachelors,24,68,5,No,Sales,Remote,None,No,No
105575,37,Female,White,Bachelors,23,100,7,No,Engineering,New York,None,No,No
105576,36,Female,White,PhD,8,46,2,No,Finance,Remote,None,No,Yes
105577,56,Male,White,Bachelors,19,71,6,Yes,Finance,San Francisco,None,No,No
105578,36,Male,White,Masters,11,77,8,No,Sales,New York,None,No,No
105579,22,Female,Hispanic,Masters,20,67,7,No,Operations,Remote,None,No,Yes
105580,60,Female,White,Bachelors,11,67,7,No,Marketing,Remote,None,No,No
105581,48,Female,Black,Bachelors,6,80,7,Yes,Engineering,New York,None,No,No
105582,40,Female,Black,Masters,11,72,4,No,Finance,Remote,None,No,Yes
105583,36,Male,White,Bachelors,30,55,6,Yes,Operations,San Francisco,None,No,Yes
105584,49,Male,Black,High School,20,60,7,No,Sales,Chicago,None,No,No
105585,24,Male,White,Masters,10,39,7,No,Sales,Remote,Cognitive,Yes,No
105586,62,Male,White,PhD,23,86,10,No,Marketing,San Francisco,None,No,Yes
105587,37,Male,Other,High School,10,55,10,No,HR,Austin,None,No,Yes
105588,56,Female,Hispanic,PhD,2,76,7,Yes,Operations,San Francisco,None,Yes,Yes
105589,32,Female,Asian,High School,21,83,4,No,HR,San Francisco,None,No,No
105590,59,Female,Black,Masters,1,36,8,No,Marketing,San Francisco,None,No,Yes
105591,55,Male,White,Bachelors,16,38,7,No,Finance,Remote,None,No,Yes
105592,59,Non-binary,Asian,Bachelors,28,56,4,No,Operations,Remote,None,No,No
105593,22,Male,White,Masters,29,70,6,No,Engineering,Remote,None,No,Yes
105594,58,Male,White,High School,15,46,9,No,HR,Remote,None,No,Yes
105595,42,Male,White,Bachelors,26,67,6,Yes,Engineering,Austin,None,No,Yes
105596,39,Male,White,Bachelors,20,81,6,No,Operations,Chicago,None,No,No
105597,42,Male,Black,PhD,17,45,8,No,Operations,San Francisco,None,No,No
105598,31,Female,Black,PhD,9,77,4,Yes,Operations,Chicago,None,No,Yes
105599,28,Male,Black,Bachelors,18,50,8,No,HR,Chicago,Sensory,No,No
105600,23,Male,Black,Bachelors,22,74,4,Yes,Engineering,San Francisco,None,No,No
105601,45,Female,Other,Masters,27,93,5,Yes,Engineering,Chicago,None,No,No
105602,34,Male,White,Bachelors,26,71,5,No,Marketing,Remote,None,No,Yes
105603,45,Male,White,Bachelors,22,71,5,Yes,Finance,New York,None,No,No
105604,44,Female,White,Masters,25,37,6,No,Marketing,Remote,None,Yes,Yes
105605,50,Female,White,High School,2,33,7,No,HR,San Francisco,None,No,Yes
105606,22,Female,White,Masters,28,75,9,Yes,HR,Austin,None,No,Yes
105607,56,Male,White,High School,11,91,7,No,Engineering,San Francisco,None,No,No
105608,56,Male,White,High School,28,77,5,No,Sales,Austin,None,No,No
105609,32,Male,White,Masters,1,68,8,No,Engineering,San Francisco,None,No,Yes
105610,40,Female,White,Masters,26,59,6,No,Engineering,Austin,None,No,Yes
105611,53,Male,White,Masters,14,46,3,Yes,Operations,San Francisco,None,No,No
105612,26,Male,White,Bachelors,15,70,6,No,HR,San Francisco,None,Yes,No
105613,34,Female,Black,PhD,11,62,7,Yes,Engineering,Chicago,None,No,Yes
105614,30,Male,White,Masters,13,74,8,No,Operations,San Francisco,None,No,Yes
105615,24,Male,White,PhD,22,85,8,No,Marketing,San Francisco,None,No,Yes
105616,47,Female,White,Bachelors,20,34,7,Yes,Engineering,San Francisco,None,No,Yes
105617,54,Male,Hispanic,Masters,16,78,6,Yes,Sales,Remote,None,No,Yes
105618,56,Female,Hispanic,High School,28,81,5,No,Finance,Austin,None,No,No
105619,34,Male,Hispanic,Masters,8,66,5,No,Engineering,Chicago,None,No,Yes
105620,38,Male,White,PhD,27,52,8,Yes,Marketing,Austin,None,No,Yes
105621,31,Female,Hispanic,Bachelors,21,85,4,No,Sales,Remote,None,No,No
105622,53,Female,White,Bachelors,20,76,8,No,Finance,Chicago,None,No,Yes
105623,40,Male,Asian,Masters,9,70,6,Yes,Operations,New York,None,No,No
105624,52,Female,White,Bachelors,20,60,7,No,Sales,Austin,None,No,No
105625,54,Non-binary,White,High School,16,58,7,No,Marketing,Chicago,None,No,Yes
105626,43,Male,White,High School,8,57,6,No,Finance,New York,None,Yes,Yes
105627,22,Female,White,Bachelors,24,65,5,No,HR,New York,None,No,Yes
105628,43,Female,Asian,Bachelors,13,31,8,No,Finance,Austin,None,No,No
105629,34,Male,White,Bachelors,23,38,2,No,Marketing,Remote,None,No,No
105630,45,Male,White,Bachelors,19,62,9,No,Sales,Remote,None,No,Yes
105631,31,Male,White,Bachelors,18,82,8,No,Engineering,San Francisco,None,No,Yes
105632,37,Male,White,High School,24,62,8,Yes,Engineering,Austin,Cognitive,No,Yes
105633,31,Male,Hispanic,Bachelors,2,59,8,Yes,Marketing,San Francisco,None,No,No
105634,61,Male,Asian,Bachelors,4,71,8,No,Sales,New York,Cognitive,No,No
105635,26,Female,Hispanic,Bachelors,16,58,6,No,Operations,San Francisco,None,No,No
105636,56,Male,Black,PhD,15,80,8,Yes,Sales,San Francisco,Sensory,No,Yes
105637,49,Male,White,Bachelors,25,38,3,Yes,Sales,Austin,None,No,Yes
105638,57,Female,Hispanic,High School,0,39,9,No,Marketing,Austin,None,No,No
105639,60,Male,White,Masters,1,62,2,No,Engineering,Chicago,None,No,No
105640,47,Female,Black,Masters,21,61,6,No,Finance,Remote,None,No,No
105641,34,Male,White,Masters,5,81,5,Yes,Sales,New York,None,No,Yes
105642,58,Male,White,PhD,3,100,8,No,Operations,Austin,None,No,Yes
105643,32,Male,White,Bachelors,1,62,9,Yes,Sales,Austin,None,No,Yes
105644,57,Female,White,Bachelors,27,35,8,No,Engineering,Chicago,None,No,Yes
105645,30,Female,White,Bachelors,27,45,8,Yes,Sales,San Francisco,None,No,No
105646,37,Female,White,Bachelors,14,80,8,No,Finance,New York,None,No,Yes
105647,34,Male,White,High School,9,32,6,No,Engineering,Remote,None,No,Yes
105648,55,Male,White,Bachelors,7,64,5,Yes,Operations,Chicago,None,No,No
105649,30,Male,Hispanic,Masters,27,56,10,No,HR,Chicago,None,No,Yes
105650,38,Male,Hispanic,Masters,9,38,6,No,Operations,New York,None,No,No
105651,58,Male,Hispanic,High School,19,54,9,No,Sales,Remote,None,No,No
105652,34,Female,White,Bachelors,8,60,5,No,Marketing,Chicago,None,No,No
105653,24,Male,White,Masters,2,75,9,No,HR,Chicago,None,No,Yes
105654,31,Male,Hispanic,Masters,25,54,8,No,Marketing,New York,None,No,Yes
105655,46,Male,White,Masters,7,69,8,Yes,Finance,Chicago,Physical,No,No
105656,55,Female,White,Bachelors,6,53,5,No,Finance,Austin,None,No,No
105657,58,Male,White,PhD,9,43,10,No,Marketing,Chicago,None,No,Yes
105658,46,Male,White,Bachelors,1,78,3,No,Engineering,New York,None,No,No
105659,37,Female,White,Bachelors,30,74,6,No,HR,Austin,None,No,No
105660,56,Female,White,Bachelors,3,69,5,No,Marketing,San Francisco,None,No,No
105661,57,Male,White,Bachelors,15,99,4,Yes,Sales,New York,None,No,Yes
105662,52,Male,Hispanic,Masters,3,93,8,No,Finance,Remote,None,No,No
105663,49,Male,White,PhD,27,100,5,No,Marketing,Chicago,None,No,Yes
105664,61,Male,White,Bachelors,29,42,6,No,Marketing,Chicago,Physical,No,No
105665,29,Female,Black,Masters,20,90,5,No,Engineering,Austin,None,No,Yes
105666,59,Male,Black,Bachelors,13,76,5,No,Finance,San Francisco,None,No,Yes
105667,54,Female,White,Masters,17,87,7,No,Marketing,San Francisco,Physical,No,Yes
105668,53,Female,Black,Masters,13,48,6,No,Finance,Remote,None,No,No
105669,33,Non-binary,Asian,Bachelors,28,71,9,No,Operations,San Francisco,None,No,Yes
105670,50,Male,White,High School,25,63,7,No,HR,San Francisco,None,No,Yes
105671,31,Female,White,High School,30,72,8,No,HR,Remote,None,No,Yes
105672,38,Male,Hispanic,Bachelors,5,42,6,No,Engineering,San Francisco,None,No,No
105673,22,Female,Hispanic,High School,19,66,7,No,Sales,New York,None,No,Yes
105674,58,Male,White,High School,30,94,8,No,Marketing,Remote,None,No,Yes
105675,49,Male,White,Bachelors,28,39,7,No,HR,New York,None,No,Yes
105676,31,Female,Asian,Masters,18,43,10,Yes,Finance,New York,Physical,No,Yes
105677,31,Female,Black,Bachelors,2,64,6,Yes,Sales,Austin,None,No,No
105678,48,Male,White,Masters,29,55,7,No,Marketing,New York,None,No,Yes
105679,22,Male,White,Masters,0,52,10,No,Sales,New York,None,No,Yes
105680,61,Male,White,Masters,11,59,9,No,Operations,San Francisco,None,No,Yes
105681,32,Male,Other,Bachelors,2,66,5,No,HR,San Francisco,None,No,Yes
105682,22,Male,White,Masters,7,75,5,No,Marketing,Chicago,None,No,Yes
105683,33,Female,White,High School,28,99,6,No,Marketing,Austin,None,No,Yes
105684,60,Male,Other,Bachelors,25,93,6,No,Finance,New York,None,Yes,No
105685,57,Male,Hispanic,Masters,16,83,7,No,Operations,New York,None,No,Yes
105686,22,Female,White,Bachelors,15,85,2,Yes,Finance,San Francisco,Cognitive,No,No
105687,61,Non-binary,White,High School,5,76,8,No,Sales,Remote,None,No,No
105688,47,Male,Asian,High School,20,64,6,Yes,Marketing,New York,None,No,No
105689,23,Male,White,High School,6,54,8,No,Engineering,New York,None,No,No
105690,40,Male,Hispanic,High School,25,73,5,No,Engineering,Austin,None,No,Yes
105691,39,Male,White,High School,9,58,9,No,Finance,Remote,None,No,Yes
105692,34,Female,Hispanic,PhD,12,44,8,No,Operations,Chicago,None,No,Yes
105693,49,Male,Black,Bachelors,19,98,3,No,Marketing,New York,None,No,No
105694,61,Female,Other,Bachelors,12,67,5,No,Finance,San Francisco,None,No,No
105695,43,Male,White,Bachelors,19,75,7,No,Sales,Remote,None,No,Yes
105696,44,Female,Hispanic,Bachelors,22,57,9,Yes,Marketing,Austin,None,No,Yes
105697,22,Non-binary,Black,PhD,7,87,8,No,Finance,San Francisco,None,No,Yes
105698,51,Male,White,Masters,3,61,9,No,Engineering,Austin,None,No,Yes
105699,60,Female,Black,Masters,7,67,8,Yes,Sales,Austin,None,No,No
105700,42,Male,White,Masters,20,80,5,Yes,Finance,Austin,None,No,Yes
105701,59,Male,Hispanic,High School,28,100,8,Yes,Engineering,Austin,None,No,No
105702,31,Male,Hispanic,High School,27,80,5,No,Marketing,Remote,None,No,No
105703,27,Male,Black,Bachelors,20,62,6,No,Operations,Austin,None,Yes,No
105704,42,Female,Black,Bachelors,7,72,4,No,Engineering,Austin,None,No,Yes
105705,29,Male,Hispanic,Bachelors,9,24,7,No,Sales,New York,None,No,Yes
105706,38,Male,White,Bachelors,3,58,10,No,Marketing,New York,None,No,Yes
105707,29,Male,Hispanic,Masters,9,67,6,No,Engineering,Austin,Physical,No,Yes
105708,46,Female,White,Bachelors,19,48,6,Yes,Finance,Chicago,None,No,No
105709,38,Male,Black,High School,29,50,5,No,Finance,Austin,Cognitive,Yes,No
105710,53,Female,White,Bachelors,27,100,4,No,Engineering,New York,Sensory,No,No
105711,43,Female,Other,Masters,26,56,6,No,Marketing,Chicago,None,No,No
105712,40,Female,Black,Masters,20,58,5,No,Marketing,Austin,None,No,No
105713,32,Male,White,High School,21,46,6,Yes,Sales,Austin,Physical,No,No
105714,44,Male,Hispanic,High School,28,69,8,No,Engineering,Austin,Cognitive,No,No
105715,30,Male,Black,PhD,12,39,7,No,HR,Chicago,Physical,No,Yes
105716,27,Male,Black,PhD,24,68,7,No,Engineering,Austin,None,No,Yes
105717,57,Male,Hispanic,Masters,1,62,6,No,Engineering,Austin,None,No,No
105718,46,Female,White,High School,25,52,5,No,Operations,Chicago,None,No,No
105719,46,Male,Other,PhD,2,60,6,No,Finance,Remote,None,No,Yes
105720,37,Male,White,Bachelors,11,89,7,No,Marketing,Chicago,None,No,Yes
105721,31,Male,White,High School,10,77,5,Yes,HR,Chicago,Physical,No,Yes
105722,53,Male,White,Bachelors,15,75,8,No,Engineering,Chicago,None,No,Yes
105723,30,Female,White,High School,25,67,8,Yes,HR,Chicago,None,Yes,Yes
105724,62,Female,Asian,PhD,28,68,3,Yes,Operations,New York,None,No,No
105725,59,Female,White,PhD,30,87,5,No,Engineering,Austin,None,No,No
105726,24,Male,White,High School,8,31,5,No,Marketing,Austin,None,No,Yes
105727,41,Female,White,Masters,10,67,6,No,HR,Remote,None,No,No
105728,31,Male,White,Masters,16,53,9,No,Engineering,New York,None,No,Yes
105729,34,Male,Hispanic,Masters,11,57,7,Yes,Marketing,Austin,None,No,Yes
105730,48,Female,Black,High School,22,78,9,No,Finance,Remote,None,No,No
105731,59,Female,White,High School,11,77,9,No,HR,Remote,None,No,No
105732,36,Non-binary,White,Bachelors,7,65,7,No,Sales,San Francisco,None,No,Yes
105733,34,Female,White,Masters,1,74,5,Yes,Operations,San Francisco,None,No,Yes
105734,37,Male,Black,Masters,3,91,6,No,Marketing,San Francisco,None,No,No
105735,31,Male,White,High School,16,35,9,No,Operations,Austin,Physical,No,Yes
105736,36,Male,White,Masters,9,10,5,No,HR,New York,None,No,Yes
105737,46,Male,White,Bachelors,14,51,5,Yes,HR,New York,None,No,No
105738,26,Male,Black,Masters,8,31,4,No,HR,New York,None,No,No
105739,59,Female,Black,Masters,20,64,5,No,Marketing,San Francisco,None,No,Yes
105740,47,Male,Black,High School,27,89,5,No,Marketing,Chicago,None,No,Yes
105741,46,Male,Black,Masters,2,59,6,No,Operations,New York,None,No,Yes
105742,54,Male,Asian,Bachelors,0,51,6,Yes,Engineering,San Francisco,None,No,No
105743,22,Male,Black,Masters,28,84,7,Yes,Operations,Remote,None,No,Yes
105744,62,Male,Hispanic,Masters,3,55,7,No,HR,New York,None,No,No
105745,40,Male,White,Bachelors,7,71,6,No,HR,Remote,None,No,Yes
105746,55,Male,Black,Masters,25,54,8,No,Sales,Austin,None,No,No
105747,25,Male,White,Bachelors,26,78,3,Yes,HR,Chicago,Physical,No,Yes
105748,46,Male,White,Bachelors,2,65,6,No,Operations,Austin,None,No,No
105749,59,Male,Black,Bachelors,1,61,5,No,Engineering,New York,None,No,No
105750,40,Female,White,Bachelors,14,83,7,Yes,Marketing,Remote,None,No,No
105751,24,Male,Asian,Masters,12,95,6,No,Sales,New York,None,No,Yes
105752,22,Male,Black,Bachelors,28,59,5,No,Operations,Chicago,None,No,No
105753,40,Male,Hispanic,High School,29,74,8,Yes,Marketing,Remote,None,No,No
105754,29,Female,Hispanic,Masters,15,61,8,No,HR,San Francisco,None,No,No
105755,40,Male,White,High School,13,67,6,Yes,Sales,New York,None,No,Yes
105756,47,Female,White,Bachelors,12,45,6,Yes,Operations,New York,None,No,No
105757,55,Male,Hispanic,Masters,22,96,7,No,Operations,New York,None,No,Yes
105758,62,Male,Asian,Masters,28,65,6,No,Finance,San Francisco,None,No,No
105759,43,Female,White,High School,29,41,3,No,Finance,Remote,None,No,No
105760,28,Male,Other,Bachelors,29,26,8,No,Engineering,New York,None,No,No
105761,36,Male,White,Masters,1,61,5,No,HR,Austin,None,No,No
105762,59,Female,Asian,Masters,12,62,7,No,Marketing,San Francisco,None,Yes,Yes
105763,36,Non-binary,Hispanic,High School,20,52,8,No,Engineering,Austin,None,No,No
105764,51,Male,Asian,PhD,11,74,9,No,Operations,Austin,None,No,No
105765,24,Male,Hispanic,Masters,25,91,7,No,Finance,Austin,None,No,No
105766,39,Female,White,Masters,7,66,5,Yes,HR,New York,None,No,Yes
105767,24,Female,Hispanic,Masters,22,85,5,No,Sales,New York,None,No,No
105768,62,Male,White,Bachelors,8,100,7,Yes,Engineering,San Francisco,None,No,Yes
105769,60,Male,Black,High School,17,62,6,Yes,HR,Austin,None,No,No
105770,37,Female,Asian,Masters,9,69,6,No,Operations,New York,None,No,Yes
105771,60,Male,White,High School,28,41,7,Yes,Engineering,Remote,None,No,No
105772,35,Male,Hispanic,Bachelors,14,36,5,No,Engineering,Austin,None,No,No
105773,61,Non-binary,White,Bachelors,17,89,5,Yes,Sales,Chicago,None,No,Yes
105774,46,Female,White,PhD,21,87,5,No,Operations,Chicago,None,No,Yes
105775,34,Male,Asian,High School,17,73,3,No,Sales,Austin,Physical,No,Yes
105776,61,Male,Hispanic,PhD,8,36,9,No,HR,Remote,None,No,Yes
105777,23,Male,White,PhD,0,61,6,Yes,Marketing,Chicago,None,No,No
105778,46,Male,White,Masters,30,99,8,No,Operations,New York,None,No,Yes
105779,44,Female,White,Bachelors,0,32,6,No,Operations,Remote,None,No,No
105780,57,Male,Asian,Bachelors,1,31,6,No,Marketing,Remote,None,No,No
105781,42,Male,Hispanic,Bachelors,5,79,4,Yes,Finance,Austin,None,No,No
105782,58,Male,White,High School,8,89,8,No,HR,Chicago,None,No,Yes
105783,34,Female,Asian,Masters,18,68,7,Yes,HR,Remote,None,No,Yes
105784,55,Female,Hispanic,High School,3,47,8,No,Finance,New York,None,No,No
105785,26,Male,White,Bachelors,6,17,1,No,Marketing,Remote,None,No,No
105786,54,Female,White,High School,2,55,8,Yes,HR,Chicago,None,No,Yes
105787,54,Male,White,High School,21,84,4,No,Marketing,San Francisco,None,No,Yes
105788,32,Male,White,Masters,5,50,8,No,Finance,Remote,None,No,Yes
105789,35,Female,Hispanic,Masters,20,71,6,No,Operations,Chicago,None,No,No
105790,44,Female,White,High School,8,49,7,Yes,Finance,New York,None,Yes,Yes
105791,49,Male,Asian,Masters,0,77,5,No,HR,Chicago,None,No,No
105792,53,Male,Asian,Masters,24,73,8,No,Engineering,New York,None,No,Yes
105793,40,Female,Asian,Masters,12,72,4,Yes,HR,Chicago,None,No,Yes
105794,55,Female,White,Bachelors,28,16,5,Yes,Engineering,Austin,None,No,Yes
105795,34,Male,Black,High School,17,49,5,Yes,Sales,Remote,None,No,No
105796,23,Non-binary,White,Bachelors,25,69,8,No,Operations,San Francisco,None,No,No
105797,24,Male,Black,Masters,5,58,6,No,Sales,Austin,None,No,No
105798,59,Male,Asian,Bachelors,9,54,10,No,Finance,New York,None,No,Yes
105799,51,Non-binary,Hispanic,Masters,1,76,9,No,Sales,San Francisco,None,No,Yes
105800,62,Male,White,Masters,5,81,9,No,Marketing,Remote,None,No,No
105801,22,Male,Hispanic,Bachelors,14,100,8,No,Operations,New York,None,No,No
105802,60,Female,White,Masters,3,60,6,No,Marketing,Remote,None,No,No
105803,48,Male,Asian,PhD,28,60,5,Yes,Marketing,Remote,None,No,No
105804,57,Female,White,High School,9,84,7,No,Engineering,Remote,None,No,No
105805,29,Female,Black,Masters,8,80,6,Yes,HR,Austin,None,No,No
105806,51,Male,White,High School,8,55,8,No,HR,San Francisco,None,No,No
105807,43,Male,White,Bachelors,7,65,6,Yes,Sales,New York,None,No,Yes
105808,43,Female,Hispanic,PhD,1,63,6,No,Operations,New York,None,No,No
105809,41,Female,White,High School,11,71,4,Yes,Marketing,Chicago,None,No,Yes
105810,45,Female,Black,Masters,19,57,6,No,Engineering,San Francisco,None,No,No
105811,44,Female,Hispanic,High School,3,82,8,No,Marketing,Austin,None,No,Yes
105812,31,Male,White,Masters,15,71,5,No,HR,Chicago,None,No,No
105813,23,Male,White,Bachelors,23,71,10,No,Engineering,Chicago,None,No,Yes
105814,38,Female,White,Bachelors,2,78,10,No,Marketing,San Francisco,None,No,No
105815,52,Female,White,PhD,6,100,10,No,Marketing,Remote,None,Yes,Yes
105816,28,Male,Hispanic,PhD,23,85,3,Yes,Marketing,New York,None,No,Yes
105817,25,Male,Hispanic,Masters,12,52,6,No,Marketing,San Francisco,None,No,No
105818,23,Female,Hispanic,PhD,3,66,8,No,HR,Austin,None,No,Yes
105819,31,Male,White,Masters,12,86,8,No,Finance,Austin,None,No,Yes
105820,52,Male,Hispanic,PhD,20,48,6,No,Sales,New York,None,No,Yes
105821,48,Female,Asian,High School,12,75,4,No,Engineering,New York,None,Yes,Yes
105822,31,Non-binary,Hispanic,Masters,3,91,8,No,HR,San Francisco,None,No,No
105823,61,Male,White,Bachelors,15,70,6,Yes,Operations,Austin,None,Yes,No
105824,25,Male,Asian,Bachelors,11,52,5,No,Finance,New York,None,No,Yes
105825,55,Female,Black,High School,29,63,5,No,HR,New York,Sensory,No,No
105826,33,Male,White,Bachelors,2,65,7,Yes,Operations,Austin,None,No,No
105827,42,Female,Hispanic,PhD,13,86,8,No,Finance,Remote,None,No,Yes
105828,40,Male,Hispanic,High School,2,94,5,No,Engineering,Chicago,Sensory,No,No
105829,23,Female,White,PhD,4,78,5,No,Operations,Chicago,None,No,Yes
105830,30,Male,White,Masters,30,78,5,No,Marketing,San Francisco,None,No,No
105831,27,Male,Hispanic,Bachelors,28,38,7,No,Engineering,New York,None,No,No
105832,47,Male,White,Bachelors,17,100,7,Yes,Engineering,Remote,None,No,Yes
105833,53,Male,White,Masters,14,58,9,No,HR,Austin,None,No,No
105834,56,Male,Other,PhD,2,41,6,Yes,Engineering,Remote,None,No,Yes
105835,59,Male,Asian,Masters,7,57,10,No,Finance,San Francisco,None,No,Yes
105836,60,Male,White,Bachelors,12,56,8,No,Engineering,Remote,None,No,No
105837,62,Female,Black,High School,23,80,3,No,Engineering,New York,None,No,No
105838,44,Male,White,Bachelors,21,94,8,Yes,Marketing,San Francisco,None,No,Yes
105839,62,Female,Black,Bachelors,22,86,6,Yes,Engineering,Chicago,None,No,Yes
105840,25,Male,White,Masters,28,69,9,No,Finance,San Francisco,None,No,Yes
105841,43,Female,Black,Bachelors,1,43,9,No,Engineering,New York,None,No,No
105842,28,Male,White,Bachelors,18,76,8,No,Operations,Remote,None,No,Yes
105843,56,Female,Hispanic,PhD,11,79,7,No,Marketing,New York,None,No,Yes
105844,51,Female,Hispanic,Masters,3,68,9,No,Engineering,New York,None,No,No
105845,52,Male,Black,Masters,20,64,8,No,Operations,Remote,None,No,No
105846,50,Female,White,Bachelors,10,78,6,Yes,HR,Chicago,None,No,Yes
105847,39,Male,White,High School,22,56,8,No,HR,New York,None,No,No
105848,54,Male,White,PhD,19,72,8,No,Engineering,Remote,None,No,Yes
105849,55,Female,Black,High School,6,54,9,No,Finance,San Francisco,None,No,No
105850,47,Male,Other,PhD,28,72,9,No,HR,New York,None,No,Yes
105851,27,Male,Hispanic,High School,14,47,8,No,Marketing,San Francisco,None,No,Yes
105852,30,Non-binary,Hispanic,High School,8,64,9,No,Engineering,Remote,None,No,Yes
105853,59,Male,Hispanic,Masters,8,80,7,Yes,Marketing,San Francisco,None,No,Yes
105854,57,Male,White,PhD,3,59,8,Yes,Finance,San Francisco,None,No,Yes
105855,46,Female,Asian,High School,30,81,5,No,Finance,Austin,None,No,No
105856,34,Male,Black,Masters,23,43,6,No,Engineering,Remote,None,No,No
105857,54,Male,White,Masters,16,67,4,No,Finance,San Francisco,None,No,No
105858,26,Female,White,Masters,15,54,8,Yes,Operations,Remote,None,No,Yes
105859,30,Male,White,Bachelors,13,65,6,No,Finance,Austin,None,No,No
105860,42,Female,White,Bachelors,0,57,4,Yes,Operations,Austin,None,No,No
105861,57,Female,Hispanic,PhD,10,44,10,Yes,Sales,San Francisco,None,No,No
105862,22,Female,Hispanic,Bachelors,13,75,9,No,Engineering,New York,Physical,No,No
105863,27,Female,Black,Bachelors,19,67,6,Yes,Finance,New York,None,No,No
105864,27,Male,Hispanic,Bachelors,7,100,6,Yes,Finance,New York,None,No,No
105865,40,Male,White,Masters,16,55,6,No,Marketing,San Francisco,None,No,No
105866,37,Female,Asian,Bachelors,12,51,6,No,Marketing,San Francisco,None,No,Yes
105867,47,Female,White,Bachelors,29,53,6,No,Operations,Austin,None,No,No
105868,26,Female,Black,Bachelors,6,100,8,No,Marketing,San Francisco,None,No,Yes
105869,27,Male,Black,Bachelors,8,44,4,Yes,Engineering,San Francisco,None,No,No
105870,45,Male,White,Bachelors,27,26,10,No,Operations,New York,None,No,Yes
105871,53,Male,White,Bachelors,17,75,7,No,Operations,Chicago,None,Yes,No
105872,58,Female,Hispanic,High School,7,70,3,No,Engineering,New York,None,No,Yes
105873,54,Female,Hispanic,Bachelors,4,56,5,No,Finance,Remote,None,No,No
105874,36,Female,Black,Bachelors,3,67,5,No,Marketing,New York,None,No,Yes
105875,61,Male,Asian,High School,29,62,4,No,Marketing,San Francisco,None,No,Yes
105876,53,Male,Asian,Bachelors,30,59,5,No,Engineering,Remote,None,No,No
105877,48,Male,Asian,High School,8,93,6,No,Operations,San Francisco,None,No,Yes
105878,60,Female,Asian,High School,11,82,5,No,HR,New York,None,No,Yes
105879,46,Male,White,Bachelors,16,74,4,No,HR,New York,None,No,Yes
105880,44,Female,White,Masters,23,65,3,Yes,Sales,Remote,Physical,No,Yes
105881,50,Male,White,Masters,15,68,5,No,HR,San Francisco,None,No,Yes
105882,46,Female,Other,Masters,12,69,6,No,Sales,Austin,None,No,Yes
105883,43,Male,White,Bachelors,26,91,7,No,Sales,Austin,Sensory,No,Yes
105884,27,Male,Black,Masters,10,98,10,No,Engineering,Chicago,None,No,Yes
105885,22,Female,White,Masters,23,49,4,No,HR,San Francisco,None,Yes,Yes
105886,42,Female,Black,High School,22,66,9,No,Engineering,New York,None,No,Yes
105887,54,Female,Hispanic,Bachelors,8,71,9,Yes,Operations,New York,None,No,No
105888,55,Male,Black,Masters,4,98,10,No,HR,New York,None,No,No
105889,35,Male,Black,High School,7,66,6,No,Engineering,Remote,None,No,No
105890,43,Male,Black,PhD,22,99,3,No,Operations,Austin,None,No,Yes
105891,37,Female,White,High School,25,54,6,No,HR,Austin,None,No,No
105892,38,Male,Hispanic,High School,10,34,8,No,HR,Remote,None,No,Yes
105893,34,Male,White,Bachelors,17,69,5,Yes,Engineering,Remote,None,No,Yes
105894,60,Male,White,Masters,14,84,7,No,Marketing,San Francisco,None,No,Yes
105895,61,Male,White,Masters,19,68,4,No,Engineering,New York,None,No,No
105896,55,Female,White,Bachelors,20,68,8,Yes,Marketing,Remote,None,No,No
105897,49,Non-binary,Black,Bachelors,0,44,8,Yes,HR,Remote,None,Yes,Yes
105898,52,Male,Black,High School,24,36,3,No,HR,New York,None,No,No
105899,32,Male,White,High School,20,33,8,Yes,HR,San Francisco,None,No,Yes
105900,23,Female,Hispanic,Bachelors,17,73,9,No,Marketing,San Francisco,None,No,No
105901,35,Male,White,Masters,28,79,8,No,Engineering,Austin,None,No,Yes
105902,60,Male,White,PhD,30,70,6,Yes,Sales,Chicago,None,No,Yes
105903,56,Female,Asian,Masters,12,49,5,No,Engineering,Austin,None,No,No
105904,61,Male,Asian,High School,2,39,7,Yes,Marketing,San Francisco,None,No,Yes
105905,35,Female,White,PhD,30,75,5,No,Sales,New York,None,Yes,No
105906,37,Male,Hispanic,Masters,26,100,10,No,Finance,Austin,Physical,No,Yes
105907,55,Female,White,Bachelors,14,61,7,Yes,Engineering,Austin,None,No,Yes
105908,45,Male,White,Masters,16,100,7,Yes,Operations,San Francisco,Cognitive,No,Yes
105909,26,Male,White,Bachelors,18,54,7,No,Finance,Austin,None,No,No
105910,50,Male,Other,Bachelors,20,63,9,No,Marketing,Austin,None,No,Yes
