Gender,Age,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Religion,Caste_Category,loan_approved
Female,43,Yes,2,Graduate,No,5904,3517,151,60,Clear,Urban,Hindu,OBC,Approved
Male,39,No,0,Graduate,No,12039,0,167,240,Clear,Urban,Hindu,OBC,Approved
Female,58,No,1,Graduate,No,2262,0,249,180,Defaulted,Urban,Hindu,General,Rejected
Male,50,Yes,2,Not_Graduate,No,2992,947,284,60,Clear,Urban,Other,OBC,Rejected
Male,47,Yes,0,Not_Graduate,No,1283,3189,292,180,Unknown,Rural,Other,OBC,Rejected
Male,63,Yes,2,Not_Graduate,No,6279,1442,196,240,Clear,Semiurban,Hindu,General,Approved
Female,53,Yes,2,Graduate,No,8064,1503,213,360,Clear,Urban,Hindu,General,Approved
Male,64,Yes,2,Not_Graduate,No,1985,4650,216,120,Clear,Rural,Hindu,OBC,Approved
Male,58,Yes,0,Graduate,No,6944,2529,218,180,Clear,Rural,Hindu,General,Approved
Male,64,Yes,1,Not_Graduate,No,7069,878,88,240,Defaulted,Urban,Muslim,ST,Rejected
Female,49,No,3+,Not_Graduate,Yes,1997,0,226,180,Clear,Rural,Muslim,General,Approved
Male,35,Yes,2,Graduate,No,1000,5059,92,300,Clear,Urban,Hindu,General,Approved
Female,29,No,0,Graduate,Yes,7625,0,93,60,Unknown,Semiurban,Hindu,OBC,Rejected
Other,31,Yes,1,Graduate,No,7289,540,152,120,Clear,Urban,Christian,SC,Rejected
Male,21,No,3+,Graduate,No,8720,0,310,180,Clear,Rural,Hindu,OBC,Approved
Male,29,Yes,0,Graduate,Yes,3784,0,185,60,Defaulted,Urban,Christian,OBC,Rejected
Male,31,Yes,1,Not_Graduate,No,10347,3053,320,120,Defaulted,Rural,Hindu,SC,Rejected
Female,52,Yes,1,Graduate,No,8566,1909,45,120,Clear,Rural,Christian,General,Approved
Male,59,Yes,3+,Graduate,No,9974,1311,92,120,Clear,Rural,Other,OBC,Approved
Female,27,Yes,2,Not_Graduate,No,3713,2488,267,180,Unknown,Urban,Hindu,OBC,Rejected
Female,22,No,2,Not_Graduate,No,5719,0,151,120,Defaulted,Rural,Hindu,General,Rejected
Male,49,No,0,Not_Graduate,No,5927,0,223,120,Clear,Semiurban,Muslim,ST,Approved
Female,56,No,2,Graduate,No,2739,0,34,60,Clear,Semiurban,Sikh,General,Rejected
Male,25,Yes,1,Graduate,No,4281,1313,131,60,Defaulted,Rural,Hindu,General,Rejected
Female,32,No,2,Graduate,No,5293,0,91,240,Clear,Urban,Hindu,SC,Approved
Male,41,Yes,0,Graduate,No,12827,611,139,300,Clear,Semiurban,Hindu,OBC,Approved
Male,50,Yes,2,Not_Graduate,No,5860,3048,76,300,Defaulted,Rural,Muslim,General,Rejected
Male,52,No,2,Graduate,No,9493,0,20,300,Clear,Rural,Sikh,General,Approved
Male,34,No,1,Not_Graduate,No,2775,0,207,60,Clear,Semiurban,Hindu,OBC,Approved
Male,22,Yes,2,Graduate,No,12943,3255,73,300,Clear,Urban,Hindu,General,Approved
Male,46,No,0,Graduate,Yes,7900,0,24,60,Clear,Semiurban,Muslim,OBC,Approved
Female,58,Yes,0,Graduate,Yes,11725,0,279,180,Clear,Semiurban,Christian,SC,Rejected
Male,21,No,0,Not_Graduate,No,7316,0,229,60,Clear,Semiurban,Hindu,SC,Rejected
Female,64,Yes,1,Graduate,Yes,3332,2648,274,300,Clear,Urban,Christian,ST,Rejected
Male,23,Yes,2,Graduate,No,8953,1269,140,300,Defaulted,Semiurban,Muslim,ST,Rejected
Male,60,No,0,Graduate,No,8647,0,28,360,Unknown,Urban,Hindu,SC,Approved
Male,32,Yes,3+,Graduate,No,4425,4576,99,360,Clear,Urban,Sikh,ST,Approved
Male,32,No,0,Graduate,No,11518,0,286,180,Clear,Semiurban,Other,SC,Rejected
Male,32,No,1,Not_Graduate,No,3348,0,166,180,Clear,Urban,Other,OBC,Approved
Male,29,Yes,0,Graduate,No,7121,2325,266,180,Clear,Semiurban,Christian,General,Approved
Female,61,No,1,Not_Graduate,No,3427,0,160,360,Clear,Semiurban,Sikh,General,Rejected
Male,53,Yes,0,Graduate,No,4158,3031,115,240,Defaulted,Urban,Hindu,ST,Rejected
Female,59,No,3+,Not_Graduate,No,3779,0,244,60,Defaulted,Urban,Hindu,OBC,Rejected
Male,52,Yes,1,Graduate,No,5750,1493,251,240,Clear,Semiurban,Hindu,General,Approved
Male,57,Yes,0,Not_Graduate,No,6659,3293,184,180,Unknown,Semiurban,Hindu,OBC,Rejected
Female,44,Yes,3+,Not_Graduate,No,2962,2691,353,60,Clear,Rural,Hindu,OBC,Rejected
Female,34,Yes,1,Not_Graduate,No,4670,137,202,60,Clear,Semiurban,Hindu,General,Rejected
Male,59,No,0,Not_Graduate,No,3507,0,113,60,Clear,Rural,Muslim,SC,Rejected
Male,47,Yes,2,Graduate,No,8650,3290,127,300,Clear,Semiurban,Hindu,General,Approved
Other,30,No,3+,Graduate,No,4369,0,157,60,Clear,Rural,Hindu,ST,Approved
Female,29,No,1,Graduate,No,9753,0,327,240,Unknown,Semiurban,Hindu,OBC,Approved
Male,57,Yes,2,Graduate,No,9731,2131,126,120,Clear,Urban,Christian,OBC,Approved
Male,53,Yes,2,Not_Graduate,No,2433,3661,70,360,Unknown,Rural,Christian,OBC,Rejected
Male,31,No,2,Not_Graduate,No,7936,0,253,300,Clear,Urban,Hindu,ST,Approved
Female,28,Yes,2,Graduate,No,1000,1418,254,120,Clear,Urban,Hindu,OBC,Rejected
Male,59,Yes,1,Graduate,No,10419,161,97,240,Clear,Urban,Hindu,General,Approved
Male,23,Yes,1,Graduate,Yes,9196,6037,202,240,Unknown,Semiurban,Other,General,Approved
Female,36,No,2,Graduate,Yes,3812,0,41,300,Clear,Semiurban,Muslim,OBC,Approved
Male,43,Yes,2,Graduate,No,1000,1620,153,300,Clear,Urban,Christian,OBC,Approved
Male,64,Yes,1,Not_Graduate,No,4431,0,168,180,Defaulted,Urban,Christian,General,Rejected
Male,27,No,2,Graduate,No,6536,0,20,360,Clear,Urban,Hindu,OBC,Approved
Male,56,Yes,0,Graduate,No,4254,3593,211,360,Defaulted,Semiurban,Christian,General,Rejected
Female,51,Yes,1,Not_Graduate,No,4487,3147,266,300,Clear,Urban,Muslim,OBC,Rejected
Male,40,Yes,2,Graduate,No,6844,4104,179,240,Clear,Rural,Sikh,OBC,Approved
Male,53,Yes,0,Not_Graduate,No,7869,2745,209,240,Clear,Semiurban,Hindu,General,Approved
Male,63,No,3+,Not_Graduate,Yes,8766,0,97,300,Defaulted,Urban,Sikh,General,Approved
Male,59,Yes,0,Graduate,No,11602,2516,130,240,Clear,Urban,Sikh,General,Approved
Female,52,Yes,0,Not_Graduate,No,1000,3121,205,240,Clear,Urban,Hindu,General,Approved
Female,34,Yes,1,Graduate,No,10017,176,76,180,Clear,Urban,Muslim,ST,Approved
Female,40,No,0,Graduate,No,3002,0,203,300,Clear,Urban,Muslim,General,Rejected
Male,61,Yes,3+,Graduate,No,5100,3019,140,120,Clear,Rural,Hindu,SC,Approved
Male,28,No,3+,Graduate,No,14146,0,221,240,Clear,Urban,Hindu,OBC,Approved
Male,60,No,3+,Graduate,No,5431,0,236,300,Clear,Rural,Hindu,SC,Approved
Female,56,Yes,0,Not_Graduate,No,3448,1054,140,120,Defaulted,Rural,Muslim,SC,Rejected
Male,33,No,2,Graduate,No,5894,0,46,180,Clear,Urban,Sikh,ST,Approved
Male,38,No,1,Graduate,No,1000,0,82,60,Defaulted,Semiurban,Muslim,OBC,Rejected
Male,59,No,0,Graduate,No,5070,0,161,60,Unknown,Semiurban,Hindu,ST,Rejected
Male,27,Yes,3+,Graduate,No,5658,0,274,240,Clear,Semiurban,Muslim,OBC,Approved
Male,21,Yes,3+,Not_Graduate,No,5023,2659,20,300,Clear,Urban,Muslim,General,Approved
Other,65,Yes,2,Graduate,No,4947,0,104,60,Clear,Urban,Hindu,OBC,Rejected
Male,29,Yes,0,Graduate,No,6606,0,153,120,Clear,Urban,Muslim,General,Approved
Male,46,Yes,0,Not_Graduate,No,1656,808,89,300,Clear,Semiurban,Hindu,General,Rejected
Male,41,Yes,1,Not_Graduate,No,6384,2740,139,300,Clear,Urban,Hindu,ST,Rejected
Male,38,Yes,1,Graduate,No,1000,1474,62,240,Defaulted,Semiurban,Christian,ST,Rejected
Male,52,Yes,1,Graduate,No,4911,842,68,300,Clear,Rural,Muslim,ST,Rejected
Female,55,No,1,Graduate,Yes,4625,0,96,180,Clear,Rural,Hindu,ST,Approved
Male,52,Yes,0,Not_Graduate,No,5599,5203,158,60,Clear,Semiurban,Hindu,OBC,Rejected
Male,35,Yes,2,Graduate,Yes,5731,3161,157,360,Clear,Urban,Hindu,General,Approved
Other,41,Yes,2,Not_Graduate,No,5441,1337,175,120,Unknown,Urban,Christian,SC,Rejected
Other,21,Yes,2,Graduate,No,10600,323,131,120,Defaulted,Rural,Other,SC,Rejected
Male,29,Yes,1,Graduate,No,14152,1212,211,240,Clear,Rural,Christian,General,Approved
Male,49,Yes,1,Not_Graduate,No,1143,3642,48,360,Clear,Semiurban,Hindu,OBC,Approved
Female,24,Yes,0,Graduate,No,6646,3405,20,120,Clear,Semiurban,Muslim,OBC,Approved
Female,33,Yes,2,Graduate,No,4764,2067,71,60,Clear,Urban,Other,SC,Approved
Female,50,Yes,1,Graduate,No,6389,1547,178,360,Clear,Urban,Hindu,ST,Approved
Female,53,Yes,3+,Not_Graduate,No,6403,1734,20,120,Unknown,Urban,Hindu,General,Rejected
Male,39,Yes,1,Not_Graduate,No,3822,2642,94,240,Clear,Urban,Muslim,ST,Rejected
Female,37,Yes,2,Not_Graduate,No,2826,3631,62,240,Clear,Urban,Sikh,ST,Approved
Male,27,No,3+,Graduate,No,10490,0,230,60,Clear,Semiurban,Hindu,OBC,Approved
Male,56,Yes,0,Graduate,No,1000,6428,44,60,Clear,Urban,Hindu,General,Approved
Female,35,Yes,1,Graduate,No,2015,673,115,180,Clear,Semiurban,Hindu,OBC,Approved
Male,55,Yes,1,Graduate,No,3505,2957,20,360,Clear,Semiurban,Hindu,General,Approved
Male,28,Yes,3+,Graduate,No,9163,1254,154,120,Defaulted,Semiurban,Hindu,SC,Rejected
Female,60,No,3+,Graduate,No,4000,0,148,120,Clear,Rural,Other,OBC,Approved
Female,57,Yes,1,Graduate,Yes,8701,0,41,360,Unknown,Semiurban,Sikh,OBC,Rejected
Male,47,No,0,Graduate,No,12233,0,266,60,Clear,Rural,Hindu,OBC,Rejected
Male,24,Yes,0,Graduate,No,3236,2685,277,180,Unknown,Urban,Sikh,OBC,Rejected
Male,46,Yes,1,Graduate,No,10713,5662,203,360,Clear,Urban,Christian,SC,Approved
Male,55,Yes,3+,Graduate,Yes,15505,3284,196,300,Clear,Semiurban,Hindu,SC,Approved
Male,28,Yes,0,Graduate,Yes,5361,3425,195,60,Clear,Semiurban,Hindu,OBC,Approved
Male,34,No,0,Not_Graduate,Yes,6163,0,151,60,Clear,Urban,Christian,General,Approved
Male,39,Yes,3+,Not_Graduate,No,10786,2138,63,180,Clear,Rural,Hindu,SC,Rejected
Female,54,Yes,1,Graduate,No,11872,1939,114,60,Clear,Urban,Hindu,General,Approved
Female,56,Yes,1,Graduate,No,4201,2062,114,60,Clear,Rural,Hindu,General,Approved
Other,37,No,2,Graduate,No,10365,0,230,240,Clear,Urban,Muslim,General,Rejected
Male,33,Yes,3+,Not_Graduate,No,5215,627,20,120,Clear,Urban,Hindu,ST,Approved
Male,62,Yes,0,Graduate,No,4949,665,331,240,Clear,Semiurban,Hindu,OBC,Approved
Male,30,Yes,2,Graduate,No,8512,0,145,60,Clear,Urban,Hindu,OBC,Approved
Male,55,Yes,0,Graduate,No,14243,1200,227,300,Unknown,Semiurban,Hindu,General,Rejected
Male,24,No,1,Graduate,No,9982,0,263,120,Clear,Semiurban,Muslim,General,Approved
Male,21,Yes,2,Graduate,No,4075,3577,145,300,Clear,Rural,Hindu,General,Approved
Male,61,No,1,Graduate,Yes,13746,0,78,300,Clear,Urban,Muslim,OBC,Approved
Female,34,Yes,0,Not_Graduate,Yes,5342,1541,177,240,Clear,Rural,Hindu,General,Rejected
Female,44,Yes,3+,Not_Graduate,Yes,4295,1912,173,180,Defaulted,Urban,Christian,SC,Rejected
Male,27,No,2,Not_Graduate,No,1264,0,293,60,Clear,Urban,Hindu,General,Approved
Female,52,Yes,0,Graduate,Yes,6003,2261,322,360,Clear,Urban,Sikh,OBC,Approved
Male,30,Yes,1,Graduate,No,9176,0,192,300,Clear,Semiurban,Hindu,General,Rejected
Male,60,No,2,Not_Graduate,Yes,3299,0,20,360,Defaulted,Semiurban,Muslim,SC,Rejected
Male,46,Yes,1,Graduate,No,12759,4553,109,120,Clear,Rural,Christian,OBC,Approved
Male,44,Yes,1,Graduate,No,1000,0,149,360,Clear,Rural,Sikh,General,Rejected
Male,23,Yes,1,Not_Graduate,No,6719,601,189,240,Clear,Semiurban,Christian,General,Approved
Male,31,No,0,Graduate,No,3984,0,50,60,Clear,Rural,Other,OBC,Approved
Female,48,No,2,Graduate,No,4950,0,32,360,Defaulted,Urban,Other,OBC,Rejected
Male,53,No,2,Not_Graduate,No,4172,0,110,300,Clear,Semiurban,Hindu,General,Approved
Male,27,No,1,Not_Graduate,No,5348,0,202,120,Clear,Urban,Hindu,OBC,Approved
Female,39,Yes,2,Graduate,No,6154,0,234,300,Clear,Rural,Hindu,SC,Rejected
Male,44,Yes,2,Graduate,No,3926,899,81,180,Unknown,Urban,Other,SC,Rejected
Male,30,Yes,2,Graduate,No,8989,1643,157,120,Unknown,Semiurban,Hindu,General,Approved
Female,46,Yes,2,Not_Graduate,No,5368,1674,267,300,Clear,Urban,Christian,SC,Rejected
Male,56,No,2,Not_Graduate,No,3167,0,138,120,Unknown,Urban,Muslim,General,Rejected
Male,31,Yes,1,Graduate,No,7448,2773,20,120,Clear,Semiurban,Hindu,OBC,Approved
Male,21,Yes,3+,Graduate,No,7063,813,75,60,Defaulted,Semiurban,Hindu,General,Approved
Male,32,Yes,2,Graduate,No,1000,4432,183,180,Clear,Semiurban,Muslim,OBC,Rejected
Female,51,Yes,3+,Graduate,No,11609,1134,70,60,Unknown,Rural,Hindu,General,Approved
Male,27,Yes,3+,Graduate,No,3690,0,224,120,Unknown,Semiurban,Christian,ST,Approved
Male,57,No,2,Graduate,No,4296,0,128,360,Clear,Rural,Muslim,General,Approved
Male,58,Yes,3+,Graduate,No,7532,2365,113,240,Clear,Rural,Hindu,OBC,Rejected
Male,34,No,1,Graduate,No,5273,0,102,120,Clear,Rural,Hindu,SC,Approved
Female,37,No,1,Graduate,No,4298,0,254,360,Clear,Semiurban,Muslim,SC,Rejected
Female,54,No,0,Graduate,No,4881,0,26,360,Clear,Urban,Muslim,ST,Approved
Male,49,Yes,0,Not_Graduate,No,9298,3542,166,300,Clear,Semiurban,Hindu,General,Approved
Male,26,Yes,0,Graduate,No,6098,1747,201,180,Clear,Rural,Hindu,SC,Approved
Male,62,Yes,3+,Graduate,No,1000,740,20,360,Clear,Semiurban,Hindu,SC,Approved
Male,62,No,1,Not_Graduate,Yes,7742,0,20,60,Clear,Semiurban,Muslim,General,Rejected
Female,43,Yes,1,Graduate,No,1000,300,176,360,Clear,Semiurban,Other,General,Approved
Other,24,Yes,2,Graduate,No,5286,1479,246,120,Clear,Semiurban,Hindu,SC,Rejected
Male,65,No,3+,Graduate,No,13447,0,127,360,Clear,Urban,Hindu,OBC,Approved
Male,58,Yes,3+,Graduate,No,9128,491,111,360,Clear,Urban,Other,General,Rejected
Male,51,No,1,Not_Graduate,Yes,9400,0,235,120,Unknown,Semiurban,Christian,OBC,Rejected
Female,28,No,3+,Graduate,Yes,7702,0,222,180,Defaulted,Semiurban,Christian,SC,Rejected
Male,29,Yes,2,Graduate,No,11970,2168,188,300,Clear,Semiurban,Muslim,OBC,Approved
Male,44,Yes,1,Graduate,No,8951,3260,153,300,Clear,Rural,Hindu,General,Rejected
Male,39,No,2,Graduate,No,4794,0,199,120,Clear,Urban,Hindu,General,Approved
Male,22,Yes,0,Not_Graduate,No,4499,1636,33,60,Clear,Semiurban,Other,General,Approved
Male,25,Yes,2,Not_Graduate,No,9372,2374,207,60,Defaulted,Urban,Other,SC,Rejected
Male,39,Yes,1,Graduate,No,8664,1253,64,240,Unknown,Semiurban,Hindu,General,Approved
Female,22,Yes,2,Graduate,No,12508,3606,196,60,Clear,Urban,Hindu,OBC,Approved
Male,32,No,1,Graduate,No,13827,0,235,180,Clear,Semiurban,Hindu,SC,Approved
Other,38,Yes,2,Not_Graduate,No,1910,1926,218,360,Clear,Rural,Hindu,OBC,Rejected
Male,22,Yes,2,Graduate,No,20341,4399,208,300,Clear,Rural,Hindu,OBC,Approved
Male,64,Yes,1,Graduate,No,11044,3138,245,240,Unknown,Urban,Muslim,General,Approved
Male,36,No,3+,Not_Graduate,No,8361,0,120,120,Clear,Urban,Muslim,General,Approved
Male,31,Yes,2,Graduate,No,1857,0,106,60,Clear,Urban,Christian,SC,Rejected
Female,55,Yes,1,Graduate,No,10025,2531,121,360,Clear,Rural,Hindu,SC,Approved
Male,61,Yes,1,Graduate,No,11723,546,160,120,Unknown,Urban,Hindu,SC,Approved
Male,41,Yes,2,Graduate,No,9332,0,109,300,Clear,Urban,Christian,ST,Approved
Male,30,Yes,1,Not_Graduate,No,1000,2224,20,240,Unknown,Urban,Christian,OBC,Rejected
Male,64,No,3+,Not_Graduate,No,1636,0,188,360,Unknown,Rural,Hindu,SC,Approved
Male,38,No,0,Graduate,No,10900,0,81,180,Clear,Rural,Christian,ST,Approved
Male,29,Yes,3+,Not_Graduate,No,1060,621,20,180,Defaulted,Rural,Muslim,General,Rejected
Male,33,Yes,3+,Not_Graduate,No,5950,2588,123,300,Clear,Semiurban,Hindu,OBC,Approved
Female,60,Yes,2,Graduate,No,7889,1778,84,120,Clear,Rural,Muslim,OBC,Approved
Male,36,No,2,Graduate,No,9421,0,123,360,Clear,Rural,Hindu,SC,Approved
Female,46,Yes,1,Graduate,No,6529,4325,124,120,Clear,Urban,Muslim,SC,Approved
Male,28,No,0,Graduate,No,15908,0,161,300,Unknown,Semiurban,Sikh,OBC,Approved
Female,21,No,1,Graduate,No,2874,0,131,300,Unknown,Semiurban,Other,SC,Approved
Male,47,Yes,3+,Graduate,No,5740,1456,248,180,Clear,Urban,Christian,OBC,Approved
Female,34,Yes,1,Graduate,Yes,3852,1103,144,240,Clear,Urban,Hindu,General,Approved
Male,30,No,2,Graduate,Yes,12860,0,109,300,Defaulted,Rural,Hindu,OBC,Approved
Male,50,Yes,0,Graduate,Yes,10028,774,322,300,Unknown,Rural,Hindu,General,Rejected
Male,65,Yes,2,Graduate,Yes,7240,737,217,360,Defaulted,Semiurban,Hindu,OBC,Rejected
Male,46,Yes,0,Graduate,No,1872,3551,20,240,Defaulted,Urban,Christian,General,Rejected
Male,38,No,0,Graduate,No,12703,0,300,120,Clear,Semiurban,Muslim,General,Approved
Male,46,No,1,Not_Graduate,No,6818,0,141,300,Clear,Rural,Hindu,SC,Approved
Male,49,No,0,Graduate,No,3088,0,231,240,Unknown,Urban,Christian,SC,Rejected
Male,24,Yes,2,Not_Graduate,No,5556,0,147,180,Clear,Rural,Muslim,ST,Approved
Male,29,Yes,1,Graduate,No,1000,3919,118,360,Clear,Semiurban,Muslim,OBC,Rejected
Male,36,No,2,Not_Graduate,No,8625,0,253,120,Clear,Rural,Christian,OBC,Rejected
Female,60,Yes,2,Not_Graduate,No,5516,1963,187,240,Clear,Urban,Christian,ST,Rejected
Male,22,Yes,2,Graduate,No,16109,593,94,240,Clear,Urban,Muslim,General,Approved
Female,65,Yes,2,Not_Graduate,No,1555,2119,194,180,Clear,Rural,Muslim,ST,Rejected
Male,58,Yes,1,Not_Graduate,No,3146,4433,264,180,Clear,Urban,Christian,General,Approved
Male,23,No,1,Graduate,Yes,16838,0,138,300,Unknown,Semiurban,Muslim,General,Approved
Male,22,No,0,Graduate,Yes,7777,0,215,360,Clear,Urban,Christian,OBC,Approved
Male,45,No,1,Not_Graduate,No,8398,0,211,120,Clear,Semiurban,Sikh,ST,Rejected
Male,64,Yes,2,Not_Graduate,No,2213,2029,249,300,Clear,Urban,Hindu,SC,Approved
Male,30,Yes,0,Graduate,No,12177,246,21,180,Clear,Urban,Christian,OBC,Approved
Male,22,No,2,Not_Graduate,Yes,1244,0,187,120,Defaulted,Urban,Hindu,ST,Rejected
Male,36,No,1,Graduate,No,7051,0,20,300,Unknown,Rural,Hindu,OBC,Approved
Female,48,Yes,0,Graduate,No,3718,2736,46,300,Clear,Urban,Hindu,ST,Approved
Female,41,No,3+,Graduate,No,6528,0,29,120,Clear,Semiurban,Hindu,General,Approved
Female,50,Yes,0,Graduate,No,8889,2219,277,180,Unknown,Rural,Sikh,General,Rejected
Female,46,Yes,0,Graduate,No,9244,247,104,360,Clear,Rural,Christian,OBC,Approved
Female,64,Yes,3+,Graduate,No,4979,2715,194,120,Defaulted,Urban,Other,OBC,Rejected
Female,48,Yes,2,Not_Graduate,No,4875,1663,190,360,Defaulted,Rural,Muslim,General,Rejected
Female,57,Yes,0,Not_Graduate,No,6937,673,127,60,Defaulted,Semiurban,Hindu,SC,Rejected
Female,55,Yes,1,Graduate,Yes,4786,1580,187,120,Clear,Semiurban,Hindu,General,Rejected
Female,53,No,2,Graduate,No,8432,0,260,180,Defaulted,Semiurban,Sikh,General,Rejected
Male,45,No,2,Graduate,Yes,4076,0,221,120,Unknown,Semiurban,Christian,OBC,Rejected
Male,32,Yes,1,Graduate,No,13568,1721,127,120,Clear,Rural,Muslim,ST,Approved
Male,65,No,2,Not_Graduate,Yes,4443,0,91,300,Clear,Rural,Hindu,OBC,Approved
Male,45,Yes,2,Not_Graduate,Yes,3085,2390,123,60,Clear,Rural,Sikh,General,Approved
Male,51,No,0,Not_Graduate,No,7422,0,255,360,Defaulted,Rural,Hindu,OBC,Rejected
Female,22,No,0,Graduate,No,5298,0,20,180,Unknown,Semiurban,Christian,SC,Rejected
Female,43,No,3+,Graduate,No,4342,0,181,60,Clear,Urban,Other,General,Approved
Male,33,Yes,0,Graduate,No,5869,1753,362,120,Clear,Rural,Muslim,General,Approved
Male,61,Yes,1,Not_Graduate,Yes,2754,3398,102,360,Clear,Rural,Hindu,ST,Rejected
Other,61,Yes,2,Graduate,No,4806,1608,33,240,Clear,Semiurban,Hindu,General,Rejected
Male,24,No,1,Graduate,No,10771,0,213,180,Clear,Rural,Other,OBC,Approved
Male,33,Yes,2,Graduate,No,5738,1099,113,360,Clear,Rural,Christian,General,Approved
Female,26,Yes,1,Not_Graduate,No,6016,3681,49,360,Clear,Urban,Muslim,SC,Approved
Female,59,No,3+,Graduate,Yes,4285,0,233,120,Clear,Semiurban,Christian,OBC,Approved
Female,37,No,0,Not_Graduate,No,3459,0,194,360,Clear,Urban,Muslim,General,Approved
Female,61,No,2,Graduate,No,1000,0,197,300,Clear,Urban,Christian,General,Approved
Other,32,Yes,0,Graduate,No,6488,0,20,240,Clear,Urban,Christian,General,Approved
Female,50,Yes,1,Graduate,No,5423,4961,177,240,Clear,Urban,Sikh,SC,Rejected
Other,36,Yes,1,Graduate,No,3481,3216,52,360,Defaulted,Urban,Christian,General,Rejected
Male,32,No,0,Graduate,No,5698,0,111,360,Clear,Rural,Christian,OBC,Approved
Female,46,No,1,Not_Graduate,No,1000,0,201,300,Clear,Urban,Hindu,OBC,Approved
Male,51,No,0,Not_Graduate,No,4030,0,72,360,Clear,Urban,Hindu,SC,Rejected
Other,52,Yes,3+,Graduate,No,5430,3949,364,120,Unknown,Rural,Muslim,SC,Rejected
Male,34,No,3+,Graduate,No,1944,0,156,240,Clear,Semiurban,Hindu,OBC,Rejected
Female,28,No,0,Graduate,Yes,4395,0,217,120,Unknown,Urban,Hindu,SC,Rejected
Female,39,Yes,2,Graduate,Yes,2854,354,157,300,Defaulted,Semiurban,Hindu,OBC,Rejected
Male,56,Yes,0,Not_Graduate,Yes,3061,1449,178,60,Unknown,Rural,Christian,SC,Rejected
Male,56,Yes,2,Not_Graduate,No,1000,184,136,360,Clear,Urban,Hindu,General,Approved
Male,32,Yes,2,Graduate,No,5764,2646,222,240,Defaulted,Urban,Hindu,OBC,Rejected
Male,50,No,1,Not_Graduate,Yes,2473,0,79,240,Clear,Semiurban,Sikh,SC,Approved
Female,48,Yes,3+,Graduate,Yes,16307,1343,79,120,Clear,Semiurban,Muslim,General,Approved
Female,65,Yes,0,Graduate,No,6633,5213,170,360,Clear,Semiurban,Muslim,ST,Approved
Male,53,No,2,Graduate,No,12844,0,191,360,Clear,Semiurban,Muslim,General,Approved
Female,61,No,2,Not_Graduate,No,4079,0,249,180,Clear,Urban,Christian,OBC,Rejected
Female,37,Yes,2,Graduate,No,4289,978,144,120,Defaulted,Rural,Hindu,General,Rejected
Male,45,Yes,3+,Graduate,No,16730,4304,158,60,Clear,Semiurban,Muslim,SC,Approved
Male,52,No,2,Not_Graduate,No,2546,0,137,300,Unknown,Rural,Muslim,SC,Rejected
Male,44,No,2,Graduate,No,10279,0,115,360,Clear,Semiurban,Hindu,OBC,Approved
Female,28,Yes,2,Graduate,Yes,3990,2119,66,180,Clear,Urban,Christian,OBC,Approved
Male,36,Yes,3+,Graduate,No,5103,3146,116,240,Clear,Urban,Sikh,OBC,Approved
Male,47,No,1,Not_Graduate,No,1497,0,31,120,Clear,Urban,Christian,General,Approved
Male,48,Yes,0,Not_Graduate,No,3339,2559,148,360,Clear,Rural,Hindu,OBC,Approved
Other,59,Yes,1,Not_Graduate,No,6209,0,201,60,Clear,Rural,Hindu,OBC,Approved
Male,34,Yes,2,Graduate,Yes,9265,1688,177,300,Defaulted,Rural,Muslim,OBC,Approved
Male,49,Yes,0,Graduate,No,8087,886,171,300,Clear,Rural,Hindu,General,Approved
Male,46,Yes,1,Graduate,No,6280,3219,76,60,Clear,Urban,Hindu,ST,Approved
Male,46,Yes,0,Not_Graduate,Yes,1690,819,233,240,Clear,Rural,Christian,General,Approved
Male,49,Yes,0,Not_Graduate,No,1000,1396,73,120,Clear,Urban,Hindu,SC,Rejected
Male,42,Yes,3+,Not_Graduate,No,10045,1815,70,240,Unknown,Rural,Hindu,ST,Rejected
Female,35,Yes,1,Graduate,No,12249,1171,291,300,Clear,Semiurban,Hindu,OBC,Approved
Male,56,No,3+,Not_Graduate,No,8902,0,186,180,Clear,Rural,Hindu,OBC,Approved
Female,48,Yes,1,Graduate,No,7471,3333,142,240,Clear,Rural,Sikh,OBC,Approved
Male,33,No,3+,Not_Graduate,No,6681,0,224,240,Clear,Semiurban,Other,General,Approved
Male,57,Yes,1,Graduate,No,3580,4217,245,60,Clear,Urban,Hindu,General,Approved
Male,49,Yes,0,Graduate,No,2621,619,305,120,Clear,Urban,Hindu,SC,Rejected
Female,47,No,2,Graduate,No,1000,0,121,120,Clear,Urban,Hindu,OBC,Approved
Male,31,No,0,Not_Graduate,No,1082,0,80,300,Clear,Urban,Hindu,SC,Approved
Other,53,Yes,3+,Not_Graduate,No,2257,969,160,180,Clear,Semiurban,Hindu,OBC,Rejected
Male,50,Yes,3+,Graduate,No,11476,1179,138,240,Clear,Urban,Hindu,OBC,Approved
Male,39,Yes,0,Not_Graduate,No,1000,2383,191,180,Unknown,Urban,Hindu,OBC,Rejected
Male,60,Yes,2,Graduate,No,3743,2186,27,120,Clear,Semiurban,Sikh,ST,Approved
Male,52,Yes,2,Graduate,No,11083,0,55,240,Clear,Urban,Muslim,OBC,Approved
Male,28,Yes,3+,Graduate,No,8348,2390,68,360,Clear,Rural,Hindu,General,Approved
