defendant_id,age,sex,race,prior_offenses,offense_severity,employment_status,education,marital_status,substance_abuse,mental_health,neighborhood_crime_rate,bail_amount,time_served_months,recidivism_risk,low_risk_approved
305693,36,Male,White,6,Misdemeanor,Self-employed,No_HS,Divorced,No,No,115,9062,18,High,Yes
305694,65,Female,White,9,Misdemeanor,Unemployed,High_School,Single,No,No,39.9,6293,4,High,Yes
305695,70,Male,Other,11,Misdemeanor,Unemployed,Some_College,Widowed,No,No,53.8,2573,31,High,No
305696,24,Male,Hispanic,2,Felony_Low,Unemployed,Bachelors,Married,No,No,49,9145,42,High,No
305697,26,Male,Asian,1,Felony_Mid,Unemployed,Some_College,Widowed,Yes,No,79.9,11792,56,Medium,Yes
305698,35,Male,Hispanic,8,Misdemeanor,Employed,High_School,Divorced,No,No,32.9,1136,8,High,No
305699,25,Female,Hispanic,4,Misdemeanor,Employed,Some_College,Married,No,Yes,75,9111,8,High,No
305700,63,Male,White,6,Felony_Mid,Unemployed,Bachelors,Single,Yes,No,0,500,14,High,No
305701,22,Male,White,12,Felony_Mid,Unemployed,High_School,Single,Yes,No,9.8,500,30,High,No
305702,54,Female,Hispanic,3,Felony_Mid,Employed,No_HS,Single,No,No,46.7,1510,30,Medium,Yes
305703,60,Male,Hispanic,9,Felony_Mid,Employed,Some_College,Widowed,Yes,No,49.9,8383,8,Medium,Yes
305704,22,Female,Black,5,Misdemeanor,Unemployed,High_School,Divorced,No,No,33.1,4751,29,High,No
305705,41,Male,White,0,Misdemeanor,Unemployed,Some_College,Married,No,No,43.4,10319,0,Medium,No
305706,68,Male,Hispanic,11,Misdemeanor,Employed,Graduate,Single,No,No,82.1,500,29,High,No
305707,21,Male,White,10,Misdemeanor,Self-employed,Graduate,Married,No,No,26.7,12406,18,High,No
305708,30,Male,Other,8,Felony_Mid,Employed,High_School,Single,No,Yes,48.3,4510,18,High,No
305709,69,Male,White,7,Misdemeanor,Employed,High_School,Single,No,Yes,45.6,500,17,Medium,No
305710,22,Male,Asian,12,Misdemeanor,Self-employed,High_School,Single,Yes,No,40.3,5227,13,High,No
305711,61,Male,Black,0,Felony_Low,Employed,Some_College,Single,No,No,37.4,2083,37,Medium,No
305712,55,Male,White,6,Felony_Mid,Employed,Some_College,Widowed,Yes,No,17.8,3161,7,High,No
305713,48,Male,White,0,Felony_Mid,Employed,High_School,Widowed,No,No,43.8,13831,26,High,No
305714,39,Male,Black,2,Felony_Mid,Part-time,Bachelors,Married,No,No,10.1,7924,0,Medium,Yes
305715,23,Male,Black,12,Misdemeanor,Unemployed,Some_College,Divorced,No,No,52.7,942,51,High,No
305716,24,Male,White,1,Felony_Mid,Unemployed,High_School,Widowed,No,Yes,80.7,7430,29,High,No
305717,26,Male,White,11,Misdemeanor,Unemployed,High_School,Widowed,No,Yes,9.7,6668,29,Medium,No
305718,45,Male,Asian,3,Felony_High,Employed,High_School,Married,No,No,30,7114,27,High,No
305719,35,Male,Black,4,Felony_Mid,Self-employed,Bachelors,Widowed,No,Yes,29,11267,30,Medium,Yes
305720,65,Male,Hispanic,4,Misdemeanor,Self-employed,High_School,Divorced,No,No,37.7,3517,50,High,No
305721,20,Male,Black,3,Felony_Low,Unemployed,Some_College,Single,No,No,47.1,500,10,High,No
305722,29,Female,White,0,Felony_Mid,Part-time,High_School,Divorced,No,No,20.9,3042,54,Medium,No
305723,36,Female,Hispanic,12,Felony_Low,Employed,High_School,Widowed,Yes,No,53.2,8811,12,High,No
305724,69,Male,White,1,Felony_High,Unemployed,High_School,Married,No,No,79.7,12059,38,High,No
305725,43,Male,Asian,3,Felony_Mid,Self-employed,Graduate,Divorced,No,No,41,2694,5,Low,No
305726,64,Male,White,11,Misdemeanor,Unemployed,Bachelors,Widowed,Yes,Yes,107,1815,40,High,No
305727,69,Female,White,12,Felony_Low,Part-time,High_School,Divorced,Yes,No,38.2,8553,56,High,No
305728,34,Female,Black,12,Misdemeanor,Part-time,Graduate,Married,No,No,19.2,11019,30,High,No
305729,58,Male,White,12,Misdemeanor,Employed,No_HS,Divorced,No,No,42.8,9980,56,High,No
305730,30,Male,White,3,Misdemeanor,Unemployed,High_School,Divorced,No,Yes,67.8,3080,47,High,No
305731,57,Male,White,7,Misdemeanor,Employed,Some_College,Divorced,No,No,27.2,5967,16,High,No
305732,67,Male,Black,6,Felony_Low,Unemployed,Some_College,Single,No,No,40.9,8459,45,High,No
305733,47,Female,White,10,Misdemeanor,Employed,No_HS,Divorced,No,Yes,97.6,2247,46,High,No
305734,35,Male,Hispanic,7,Felony_High,Part-time,High_School,Married,No,No,43.9,6670,40,High,No
305735,45,Male,White,5,Felony_High,Employed,High_School,Married,No,Yes,87.4,500,7,High,No
305736,30,Female,Black,10,Felony_Low,Employed,Graduate,Married,Yes,No,84.9,697,33,High,No
305737,53,Male,White,8,Misdemeanor,Self-employed,Bachelors,Single,No,No,39.5,9866,48,Medium,No
305738,30,Male,Hispanic,12,Felony_Mid,Unemployed,Some_College,Widowed,Yes,No,62,500,25,High,No
305739,33,Male,White,0,Felony_High,Part-time,Some_College,Single,Yes,Yes,46.5,1613,17,High,No
305740,52,Male,White,10,Felony_Mid,Employed,High_School,Married,No,No,25.3,8535,16,High,No
305741,47,Male,White,6,Misdemeanor,Employed,Graduate,Widowed,No,Yes,73.1,3390,19,Medium,No
305742,47,Female,Hispanic,8,Misdemeanor,Unemployed,No_HS,Married,No,No,29.4,3444,28,Medium,No
305743,66,Female,Hispanic,3,Felony_Low,Part-time,Bachelors,Single,No,No,66.6,12173,4,High,No
305744,52,Male,Asian,9,Misdemeanor,Employed,High_School,Divorced,No,Yes,32,4407,19,Medium,No
305745,61,Female,Hispanic,9,Felony_High,Employed,Bachelors,Divorced,Yes,Yes,80.8,4697,48,High,No
305746,18,Male,Black,0,Felony_Low,Employed,Some_College,Married,No,No,10.3,2544,57,High,No
305747,46,Male,Black,6,Felony_Low,Self-employed,Some_College,Widowed,No,No,73.3,10436,54,High,No
305748,40,Male,White,2,Felony_Low,Unemployed,Bachelors,Widowed,Yes,No,38.3,10584,13,High,No
305749,31,Male,White,7,Misdemeanor,Unemployed,Some_College,Divorced,Yes,No,6.7,1661,38,High,No
305750,47,Male,White,2,Misdemeanor,Self-employed,Bachelors,Widowed,No,No,70.7,5725,57,High,No
305751,24,Male,Black,12,Felony_Low,Employed,High_School,Married,No,No,62.9,3997,57,Medium,No
305752,42,Male,White,1,Misdemeanor,Unemployed,High_School,Single,No,Yes,72,9504,12,High,Yes
305753,61,Male,White,12,Misdemeanor,Employed,Some_College,Widowed,No,No,68.8,10006,45,High,Yes
305754,35,Male,Asian,5,Felony_Mid,Unemployed,Bachelors,Widowed,No,No,10.9,2938,54,High,No
305755,43,Male,Other,5,Felony_Low,Employed,Some_College,Single,No,No,109.7,8998,19,High,No
305756,64,Male,White,2,Misdemeanor,Employed,High_School,Married,Yes,No,29.4,500,22,High,No
305757,18,Male,White,2,Felony_Low,Employed,Bachelors,Divorced,No,No,55.4,13567,22,High,Yes
305758,28,Female,Black,2,Felony_High,Employed,Bachelors,Divorced,No,No,45.5,602,48,High,No
305759,65,Female,Other,9,Felony_High,Unemployed,Graduate,Widowed,No,No,85,7099,8,High,Yes
305760,57,Female,Black,1,Misdemeanor,Employed,High_School,Widowed,No,Yes,46.4,5314,4,Medium,Yes
305761,65,Male,Black,6,Felony_Mid,Unemployed,High_School,Single,No,Yes,40.5,10036,57,High,No
305762,70,Male,Other,11,Felony_Mid,Part-time,Some_College,Married,No,Yes,9.4,15972,25,Medium,No
305763,48,Male,White,9,Misdemeanor,Unemployed,No_HS,Divorced,No,No,36.3,4834,30,High,No
305764,60,Female,White,2,Felony_Low,Employed,Bachelors,Widowed,No,No,63.4,6788,1,Medium,Yes
305765,61,Male,White,7,Misdemeanor,Employed,Some_College,Divorced,Yes,No,70.1,500,25,High,No
305766,50,Female,White,1,Felony_Mid,Employed,Some_College,Widowed,No,Yes,63.3,10660,6,High,Yes
305767,26,Male,Black,6,Felony_High,Self-employed,Bachelors,Widowed,No,No,31.6,5854,31,High,No
305768,19,Female,White,8,Misdemeanor,Unemployed,Some_College,Single,Yes,Yes,0,500,51,High,No
305769,45,Male,White,11,Felony_Mid,Employed,Some_College,Divorced,No,No,67.3,5638,47,High,No
305770,43,Male,White,8,Felony_Low,Employed,High_School,Widowed,No,Yes,35.5,500,0,Medium,Yes
305771,20,Male,Black,8,Felony_Mid,Employed,Bachelors,Married,No,No,65.3,3788,35,High,No
305772,62,Female,White,5,Felony_High,Employed,Bachelors,Divorced,No,No,65.6,2888,59,High,Yes
305773,38,Female,Hispanic,4,Misdemeanor,Employed,Some_College,Divorced,No,Yes,61.4,7705,45,Medium,Yes
305774,68,Male,White,10,Misdemeanor,Part-time,High_School,Single,No,No,59.4,7300,43,Medium,Yes
305775,38,Male,Black,5,Felony_High,Unemployed,Bachelors,Married,No,Yes,62.9,500,3,High,No
305776,38,Male,Black,10,Misdemeanor,Employed,No_HS,Married,No,No,82.9,1493,41,High,No
305777,42,Female,Hispanic,2,Felony_Mid,Unemployed,Some_College,Divorced,No,No,52.9,7287,23,High,No
305778,22,Male,Black,4,Felony_Low,Unemployed,No_HS,Single,No,No,62.1,8156,54,High,No
305779,25,Male,Hispanic,7,Felony_Mid,Unemployed,High_School,Widowed,No,No,27.1,2901,10,High,No
305780,33,Male,White,7,Misdemeanor,Self-employed,Graduate,Married,No,No,34.1,500,57,High,No
305781,56,Male,White,10,Felony_Low,Self-employed,No_HS,Married,No,No,110.5,10010,42,High,No
305782,27,Male,White,10,Felony_High,Employed,Some_College,Divorced,No,No,52.8,6027,56,High,No
305783,34,Male,Hispanic,7,Felony_Low,Employed,Some_College,Widowed,No,No,53.4,9789,37,High,No
305784,66,Male,White,8,Felony_Mid,Self-employed,Some_College,Married,No,No,37,500,12,High,No
305785,20,Female,Black,2,Misdemeanor,Self-employed,No_HS,Divorced,No,No,55.3,6627,48,High,No
305786,25,Female,Black,11,Felony_Mid,Self-employed,Graduate,Divorced,No,No,52.4,7180,42,High,No
305787,32,Male,Black,8,Felony_Mid,Self-employed,Some_College,Single,Yes,No,58.8,5325,27,High,No
305788,32,Male,White,3,Felony_Mid,Employed,High_School,Divorced,Yes,No,40.7,929,6,High,Yes
305789,38,Male,Black,3,Felony_Low,Unemployed,Some_College,Divorced,Yes,Yes,45.2,681,2,High,No
305790,24,Female,Hispanic,8,Felony_High,Employed,High_School,Married,Yes,No,86.7,8944,37,High,No
305791,51,Female,Black,6,Felony_High,Employed,No_HS,Married,No,No,68.3,6240,24,High,No
305792,70,Female,White,3,Felony_High,Unemployed,High_School,Single,No,No,63.1,8407,3,Medium,No
305793,30,Male,Black,10,Misdemeanor,Unemployed,Some_College,Married,No,No,43.9,5572,35,High,No
305794,38,Male,Black,1,Felony_Mid,Unemployed,Some_College,Single,Yes,No,51.6,4058,48,Medium,No
305795,57,Female,Asian,8,Felony_High,Self-employed,No_HS,Widowed,No,No,85.2,937,28,High,No
305796,24,Male,White,10,Felony_High,Self-employed,Bachelors,Widowed,No,Yes,30.1,5503,26,High,No
305797,35,Female,White,2,Felony_Low,Unemployed,Bachelors,Widowed,No,No,31,7541,56,Medium,No
305798,39,Male,Asian,4,Misdemeanor,Part-time,No_HS,Single,No,Yes,31.6,7294,46,Medium,Yes
305799,34,Male,White,7,Misdemeanor,Employed,High_School,Widowed,No,Yes,98,8149,48,High,No
305800,42,Male,Black,3,Felony_Low,Unemployed,High_School,Widowed,No,Yes,44.4,4913,10,Medium,Yes
305801,63,Female,White,9,Misdemeanor,Employed,No_HS,Widowed,No,No,62.8,7517,35,High,No
305802,30,Male,White,12,Felony_Low,Unemployed,High_School,Married,No,No,67.1,2279,16,High,No
305803,54,Male,White,0,Felony_Mid,Employed,Graduate,Widowed,Yes,No,53.5,10909,28,Low,Yes
305804,32,Female,White,4,Felony_Mid,Part-time,Bachelors,Widowed,Yes,No,49.5,5664,26,Medium,No
305805,37,Male,Black,8,Felony_Low,Part-time,High_School,Widowed,No,Yes,74.6,9467,29,High,No
305806,35,Male,White,4,Misdemeanor,Unemployed,High_School,Divorced,No,Yes,37.5,500,14,High,No
305807,61,Male,White,8,Misdemeanor,Employed,Bachelors,Single,No,No,50.2,3216,39,High,Yes
305808,33,Male,Black,12,Felony_High,Employed,Bachelors,Widowed,Yes,No,23.5,4414,13,High,No
305809,40,Male,Black,11,Misdemeanor,Employed,Some_College,Divorced,No,No,35.3,3970,21,High,No
305810,56,Male,Black,5,Misdemeanor,Self-employed,Some_College,Single,No,No,77.4,3072,40,High,No
305811,49,Male,Hispanic,7,Misdemeanor,Unemployed,Some_College,Married,No,No,27.5,1480,60,High,No
305812,22,Male,White,10,Misdemeanor,Employed,Bachelors,Single,Yes,No,53.1,11075,27,High,No
305813,49,Female,White,0,Misdemeanor,Employed,High_School,Widowed,Yes,No,15.2,5756,35,Medium,Yes
305814,54,Male,Hispanic,1,Misdemeanor,Unemployed,High_School,Divorced,No,No,52.8,10655,14,High,No
305815,42,Female,Hispanic,0,Felony_Low,Unemployed,High_School,Single,Yes,No,58.2,1760,51,High,No
305816,20,Male,Hispanic,7,Felony_Low,Employed,Some_College,Single,No,No,5.1,17956,21,High,No
305817,55,Male,Hispanic,6,Felony_High,Employed,No_HS,Widowed,Yes,No,73.9,1413,35,High,No
305818,24,Male,White,8,Felony_Low,Employed,High_School,Divorced,No,Yes,50.1,3530,49,High,Yes
305819,21,Male,Hispanic,8,Misdemeanor,Part-time,Bachelors,Single,Yes,No,73.1,2438,20,High,No
305820,42,Female,White,1,Felony_Low,Employed,Some_College,Divorced,No,Yes,11.1,4695,27,High,No
305821,26,Male,Other,8,Misdemeanor,Unemployed,Bachelors,Married,Yes,No,41.1,2273,24,High,No
305822,36,Female,White,8,Felony_Low,Employed,No_HS,Widowed,No,No,36.6,2347,0,Medium,No
305823,19,Male,White,3,Felony_Low,Employed,High_School,Single,No,Yes,75.9,8919,56,Low,Yes
305824,35,Male,Other,10,Felony_Low,Employed,Some_College,Widowed,Yes,No,50.8,6263,56,Medium,No
305825,25,Male,White,0,Felony_High,Employed,Bachelors,Single,No,No,84.3,5746,10,High,No
305826,57,Female,White,3,Misdemeanor,Unemployed,No_HS,Single,No,No,94.1,11192,27,High,Yes
305827,63,Female,Black,0,Misdemeanor,Part-time,Some_College,Divorced,No,No,58.3,8991,27,Medium,No
305828,35,Male,Black,12,Felony_Low,Self-employed,Graduate,Single,No,No,37.3,7642,24,High,No
305829,61,Male,White,1,Misdemeanor,Employed,Bachelors,Married,No,No,1.6,5848,21,Low,Yes
305830,25,Female,White,1,Misdemeanor,Employed,No_HS,Single,No,Yes,24.6,2992,11,Medium,No
305831,18,Male,White,10,Felony_High,Unemployed,Some_College,Married,Yes,Yes,68.3,8090,51,High,No
305832,46,Male,Black,9,Felony_Low,Employed,Some_College,Married,No,No,62,7218,28,High,No
305833,56,Male,Black,7,Felony_High,Employed,High_School,Divorced,No,No,55.9,7891,48,High,No
305834,50,Male,Black,4,Felony_Low,Part-time,High_School,Divorced,No,No,0,500,6,Medium,No
305835,42,Male,White,4,Felony_Low,Employed,Some_College,Married,No,No,33.2,500,9,High,Yes
305836,58,Male,Black,9,Misdemeanor,Part-time,Bachelors,Married,Yes,No,64.3,8582,32,Medium,No
305837,70,Male,White,5,Felony_Low,Part-time,Some_College,Single,No,No,45.8,4040,34,High,No
305838,53,Male,Hispanic,5,Felony_High,Employed,Bachelors,Single,No,No,99.6,5681,24,High,No
305839,48,Male,Other,2,Misdemeanor,Part-time,Some_College,Divorced,No,No,33.9,4876,42,High,No
305840,70,Male,White,7,Misdemeanor,Employed,No_HS,Single,Yes,No,11.6,891,18,High,No
305841,63,Male,Asian,7,Felony_Low,Employed,Bachelors,Widowed,No,No,62.1,4302,23,High,No
305842,29,Male,Black,6,Misdemeanor,Part-time,Some_College,Married,No,No,71.6,6031,25,High,No
305843,20,Female,Hispanic,1,Misdemeanor,Unemployed,High_School,Single,No,No,15.5,4420,38,High,No
305844,25,Male,Other,8,Felony_High,Part-time,Graduate,Married,Yes,No,76.8,6501,33,Medium,Yes
305845,70,Male,Black,4,Felony_Mid,Self-employed,Some_College,Married,No,No,57.8,897,15,High,No
305846,68,Female,White,12,Misdemeanor,Part-time,High_School,Divorced,Yes,No,27.7,6222,43,High,No
305847,23,Female,White,3,Felony_Low,Unemployed,Bachelors,Divorced,Yes,No,64.5,1318,31,High,No
305848,47,Male,White,12,Felony_Mid,Employed,Graduate,Widowed,No,No,7.8,7263,52,Medium,Yes
305849,44,Male,White,10,Felony_Mid,Unemployed,High_School,Single,Yes,Yes,56.2,10634,58,High,No
305850,61,Female,White,7,Felony_Low,Employed,Some_College,Widowed,Yes,No,46.3,4448,60,High,No
305851,33,Male,White,12,Felony_Mid,Employed,Some_College,Divorced,No,No,35.2,7590,39,High,Yes
305852,59,Male,White,7,Misdemeanor,Unemployed,Bachelors,Divorced,No,No,44.2,500,23,Medium,No
305853,49,Male,Hispanic,11,Felony_Low,Part-time,High_School,Single,No,Yes,76.4,1803,10,High,No
305854,40,Male,White,4,Misdemeanor,Employed,High_School,Widowed,No,No,39.9,6198,38,Medium,No
305855,23,Male,Black,0,Felony_High,Employed,No_HS,Married,Yes,No,25.5,833,15,High,No
305856,27,Female,Black,9,Felony_Mid,Employed,Graduate,Single,Yes,Yes,63.7,10195,4,High,No
305857,54,Male,Black,11,Felony_High,Part-time,Some_College,Divorced,No,No,9.6,5583,51,High,No
305858,53,Male,White,7,Misdemeanor,Employed,Some_College,Widowed,No,No,69.2,7224,18,High,No
305859,46,Male,White,9,Felony_Mid,Employed,Bachelors,Married,No,No,74.5,4244,47,High,No
305860,69,Male,Hispanic,2,Felony_High,Unemployed,Graduate,Single,Yes,No,52.1,1816,5,High,No
305861,70,Male,White,11,Felony_High,Unemployed,No_HS,Widowed,No,No,34,3944,7,High,No
305862,40,Male,Other,5,Felony_High,Employed,No_HS,Married,No,No,16.8,6416,1,High,No
305863,67,Male,Black,12,Felony_Mid,Self-employed,Bachelors,Widowed,No,No,3.4,7519,5,High,No
305864,27,Male,Hispanic,0,Felony_Mid,Part-time,Bachelors,Single,No,Yes,38.7,7880,47,High,No
305865,35,Male,White,0,Misdemeanor,Employed,High_School,Widowed,No,No,47.1,5518,35,High,No
305866,67,Male,Hispanic,3,Felony_Low,Unemployed,High_School,Divorced,Yes,Yes,43.1,4996,4,High,No
305867,64,Female,Hispanic,9,Felony_High,Employed,Bachelors,Married,No,No,69.2,7143,11,High,No
305868,57,Male,Black,2,Felony_Mid,Employed,Some_College,Widowed,No,No,35.8,6048,5,High,No
305869,48,Male,White,0,Felony_High,Employed,Graduate,Divorced,No,Yes,65.1,6193,36,High,No
305870,48,Female,Hispanic,6,Felony_High,Employed,Bachelors,Widowed,No,No,54.8,6762,55,High,No
305871,30,Male,White,3,Felony_High,Employed,Graduate,Divorced,No,Yes,48.2,500,16,Medium,No
305872,33,Male,White,7,Felony_Low,Unemployed,High_School,Single,No,No,58,6218,42,High,No
305873,52,Female,White,12,Felony_Mid,Unemployed,Bachelors,Widowed,No,Yes,63.1,3318,51,High,No
305874,30,Male,Black,12,Felony_Mid,Employed,High_School,Married,Yes,No,62.4,9671,29,High,No
305875,68,Male,Black,8,Felony_Low,Employed,Graduate,Divorced,No,No,84.5,6716,13,High,No
305876,29,Male,White,11,Felony_Low,Employed,Some_College,Divorced,No,No,36.6,4822,2,High,No
305877,29,Female,Hispanic,5,Misdemeanor,Employed,No_HS,Married,No,No,21.2,4097,39,High,No
305878,68,Male,Black,0,Misdemeanor,Employed,High_School,Married,No,No,55.6,2347,17,Medium,No
305879,22,Male,Hispanic,6,Felony_Low,Employed,Some_College,Married,No,No,65.3,2163,4,High,No
305880,54,Male,White,2,Felony_Low,Part-time,No_HS,Married,Yes,Yes,29.6,4111,33,High,No
305881,59,Male,Asian,9,Felony_Mid,Employed,Some_College,Divorced,No,No,66.9,500,17,High,No
305882,28,Male,White,2,Felony_High,Employed,Bachelors,Divorced,Yes,No,59.2,727,41,Medium,Yes
305883,53,Male,Hispanic,8,Misdemeanor,Employed,Some_College,Divorced,Yes,No,30.8,2724,18,High,No
305884,20,Male,Black,8,Felony_Low,Unemployed,Some_College,Married,No,No,73.2,1063,21,High,No
305885,60,Male,White,1,Misdemeanor,Employed,High_School,Married,Yes,No,72.6,500,8,Medium,Yes
305886,39,Male,Hispanic,0,Felony_High,Unemployed,Bachelors,Divorced,No,No,70.5,3519,20,High,No
305887,30,Male,Black,12,Felony_High,Unemployed,High_School,Widowed,No,Yes,73,4103,27,High,Yes
305888,40,Male,White,8,Misdemeanor,Employed,Some_College,Married,No,No,67,500,19,High,No
305889,46,Male,White,1,Misdemeanor,Employed,No_HS,Divorced,No,No,25.1,500,52,Low,Yes
305890,70,Male,White,5,Felony_Low,Unemployed,No_HS,Single,Yes,Yes,51.9,5875,42,High,No
305891,46,Female,White,12,Felony_Low,Employed,Graduate,Married,No,Yes,75.6,6449,59,Medium,Yes
305892,19,Male,White,3,Misdemeanor,Unemployed,Some_College,Single,No,No,17,500,43,High,No
305893,51,Female,Black,12,Felony_Mid,Part-time,No_HS,Divorced,No,No,25.6,5216,19,High,No
305894,37,Male,Black,4,Felony_Low,Part-time,High_School,Divorced,No,No,36.8,5525,50,High,No
305895,22,Female,White,9,Misdemeanor,Self-employed,Graduate,Widowed,No,No,26.1,500,33,High,Yes
305896,66,Male,Hispanic,6,Felony_Mid,Unemployed,High_School,Single,No,No,5,4170,6,High,No
305897,27,Male,Hispanic,3,Misdemeanor,Unemployed,No_HS,Divorced,Yes,No,56.7,3831,7,High,No
305898,40,Male,Black,0,Felony_Mid,Employed,Some_College,Married,No,No,38.5,12297,30,Low,No
305899,59,Male,White,4,Misdemeanor,Unemployed,High_School,Single,Yes,Yes,63,7038,49,High,No
305900,50,Male,Black,10,Felony_Low,Employed,Bachelors,Divorced,No,No,37.1,4685,47,High,No
305901,35,Male,Black,2,Misdemeanor,Employed,High_School,Widowed,Yes,No,19.2,7978,6,High,No
305902,30,Male,White,2,Misdemeanor,Part-time,Some_College,Married,No,No,15.4,9246,34,Medium,Yes
305903,39,Female,Asian,7,Misdemeanor,Employed,Graduate,Widowed,No,Yes,73.9,1073,59,High,No
305904,56,Female,Black,4,Felony_Mid,Employed,Graduate,Widowed,Yes,No,61.3,500,21,High,No
305905,39,Male,Other,5,Felony_High,Unemployed,No_HS,Single,Yes,No,56.7,755,53,High,No
305906,70,Male,White,11,Felony_High,Part-time,No_HS,Divorced,No,Yes,30.2,13706,29,High,No
305907,69,Female,Black,9,Felony_Mid,Part-time,Bachelors,Widowed,No,No,42.7,3795,31,High,No
305908,69,Male,White,11,Misdemeanor,Self-employed,Some_College,Single,Yes,No,65.9,500,12,High,No
305909,22,Male,White,5,Misdemeanor,Unemployed,Bachelors,Widowed,Yes,No,47.4,1672,6,High,No
305910,36,Male,Black,10,Misdemeanor,Employed,Bachelors,Married,No,No,73,9017,48,High,No
305911,52,Male,Black,5,Misdemeanor,Employed,High_School,Married,No,Yes,78.6,6061,8,High,No
305912,32,Male,Hispanic,1,Felony_Low,Employed,High_School,Divorced,No,No,53.4,500,42,High,No
305913,50,Male,Hispanic,1,Felony_Mid,Employed,High_School,Divorced,No,No,72.6,10353,41,High,No
305914,59,Female,Black,11,Felony_Mid,Part-time,Bachelors,Single,No,No,74.9,2741,40,High,No
305915,64,Female,White,8,Misdemeanor,Unemployed,No_HS,Married,No,No,63.7,500,18,Medium,No
305916,18,Female,Hispanic,3,Misdemeanor,Unemployed,High_School,Widowed,No,No,109.4,8179,60,High,No
305917,48,Male,Black,5,Misdemeanor,Unemployed,Bachelors,Widowed,No,No,96.5,9576,21,High,No
305918,62,Female,White,3,Felony_Mid,Employed,Bachelors,Single,No,Yes,71,6007,41,Low,Yes
305919,32,Male,White,5,Felony_Low,Self-employed,High_School,Married,No,No,82.2,3942,13,High,No
305920,40,Female,White,5,Misdemeanor,Employed,Some_College,Married,No,Yes,67.5,5049,14,High,No
305921,45,Male,Hispanic,0,Misdemeanor,Employed,Some_College,Married,No,No,25.5,13166,14,High,No
305922,21,Male,Black,6,Misdemeanor,Employed,Some_College,Divorced,Yes,No,63,11914,18,High,Yes
305923,47,Female,Asian,8,Felony_Mid,Employed,High_School,Married,No,No,45.3,6444,55,High,No
305924,57,Male,White,2,Misdemeanor,Employed,High_School,Divorced,No,No,49.6,7623,18,Medium,No
305925,24,Male,White,2,Felony_Mid,Part-time,High_School,Divorced,No,No,24.3,5725,55,High,No
305926,61,Male,White,2,Felony_Low,Part-time,Bachelors,Divorced,Yes,No,38,3738,1,High,No
305927,54,Female,White,7,Misdemeanor,Unemployed,Some_College,Widowed,Yes,Yes,55.4,500,0,High,No
305928,23,Female,Black,5,Felony_Low,Employed,High_School,Married,No,No,69.9,2890,38,High,No
305929,38,Male,Black,1,Felony_Low,Self-employed,Some_College,Married,Yes,No,43,8234,37,High,No
305930,20,Female,Black,0,Misdemeanor,Employed,Some_College,Single,Yes,No,0,9365,48,High,No
305931,18,Male,Black,11,Misdemeanor,Self-employed,High_School,Divorced,Yes,Yes,53.3,9527,3,High,No
305932,50,Male,White,8,Misdemeanor,Self-employed,High_School,Married,No,No,25.9,3119,23,High,No
305933,32,Male,White,3,Felony_Mid,Part-time,Some_College,Widowed,No,Yes,27.6,1445,48,Medium,No
305934,49,Male,Black,8,Misdemeanor,Employed,Some_College,Single,No,No,32,5010,33,High,No
305935,65,Male,Black,2,Felony_Low,Employed,No_HS,Widowed,Yes,No,27.7,5288,47,High,No
305936,51,Male,White,1,Felony_High,Unemployed,Bachelors,Divorced,No,Yes,23.9,10148,21,High,No
305937,26,Female,Black,9,Misdemeanor,Employed,Some_College,Married,No,No,42.5,3169,31,High,No
305938,60,Male,Black,10,Felony_Low,Employed,Bachelors,Married,No,No,70,9086,26,High,No
305939,29,Female,Other,0,Felony_Low,Self-employed,Some_College,Widowed,No,No,31.7,2312,7,High,No
305940,28,Male,White,12,Felony_Low,Unemployed,High_School,Single,No,No,9.4,1323,3,High,No
305941,54,Male,Hispanic,0,Misdemeanor,Self-employed,High_School,Single,No,Yes,41.8,8194,30,High,No
305942,35,Female,Hispanic,3,Felony_Mid,Employed,Graduate,Married,No,No,74.4,6202,57,High,No
305943,21,Male,Black,9,Felony_High,Employed,No_HS,Married,No,No,70,7336,17,High,No
305944,61,Male,White,10,Misdemeanor,Unemployed,Some_College,Married,No,No,26,4287,14,High,Yes
305945,45,Male,Hispanic,8,Felony_Mid,Unemployed,High_School,Single,No,No,8.5,5910,8,High,No
305946,52,Male,Asian,5,Misdemeanor,Employed,Some_College,Widowed,No,No,25.6,8641,41,High,No
305947,59,Male,White,1,Felony_Low,Self-employed,No_HS,Single,No,No,22.7,4951,57,Medium,Yes
305948,36,Female,White,1,Felony_Low,Self-employed,No_HS,Married,Yes,No,21.3,1226,0,High,No
305949,65,Male,White,9,Felony_Low,Employed,Graduate,Divorced,Yes,Yes,19.7,6499,41,High,No
305950,19,Female,Black,12,Felony_Low,Part-time,High_School,Married,No,Yes,38.5,4366,50,Medium,Yes
305951,32,Male,White,9,Misdemeanor,Employed,High_School,Single,Yes,No,4.9,5044,33,Medium,No
305952,26,Male,Asian,10,Misdemeanor,Employed,Some_College,Widowed,No,Yes,54.9,2136,11,High,No
305953,67,Male,White,12,Felony_Low,Part-time,Some_College,Single,No,No,67.5,3096,39,Medium,Yes
305954,28,Male,White,3,Misdemeanor,Unemployed,Bachelors,Single,No,No,11,4054,50,Low,No
305955,47,Female,Asian,7,Misdemeanor,Unemployed,High_School,Married,No,No,1.9,1254,52,High,No
